keyword,source_seed_group,avg_monthly_searches,competition,top_of_page_bid_low,top_of_page_bid_high,notes
stay silla,office,50,低,,,review: requires page-role and SERP-intent filtering before use
sur diseño escritorio,office,50,中,,,review: high LatAm volume but likely retail/single-item office furniture; use only with B2B qualifier or catalog child context
tela para escritorio,office,50,低,,,review: high LatAm volume but likely retail/single-item office furniture; use only with B2B qualifier or catalog child context
torres mobiliario de oficina,office,,未知,,,keep/review: LatAm Spanish wording with potential B2B or project-furniture fit
tugó escritorios,office,5000,高,1.01,6.73,review: requires page-role and SERP-intent filtering before use
venta de escritorios modernos,office,50,高,8.36,55.73,"reject: retail, price, brand, local-only, or used-market intent; LatAm Spanish data retained but not for Hymueble main SEO"
venta de escritorios y sillas para oficina,office,50,高,,,"reject: retail, price, brand, local-only, or used-market intent; LatAm Spanish data retained but not for Hymueble main SEO"
venta de mesas de oficina,office,50,高,,,"reject: retail, price, brand, local-only, or used-market intent; LatAm Spanish data retained but not for Hymueble main SEO"
venta de mobiliario de oficina de segunda mano,office,50,中,9.47,20.65,"reject: retail, price, brand, local-only, or used-market intent; LatAm Spanish data retained but not for Hymueble main SEO"
venta de mobiliario y equipo de oficina,office,50,高,,,"reject: retail, price, brand, local-only, or used-market intent; LatAm Spanish data retained but not for Hymueble main SEO"
venta de muebles de escritorio,office,50,高,2.43,28.13,"reject: retail, price, brand, local-only, or used-market intent; LatAm Spanish data retained but not for Hymueble main SEO"
venta de muebles para oficina usados,office,50,高,8.95,42.61,"reject: retail, price, brand, local-only, or used-market intent; LatAm Spanish data retained but not for Hymueble main SEO"
venta de muebles para recepcion,office,50,中,14.59,30.10,"reject: retail, price, brand, local-only, or used-market intent; LatAm Spanish data retained but not for Hymueble main SEO"
venta de sillas para sala de espera,office,50,高,4.43,29.37,"reject: retail, price, brand, local-only, or used-market intent; LatAm Spanish data retained but not for Hymueble main SEO"
venta de sillones para oficina,office,50,高,,,"reject: retail, price, brand, local-only, or used-market intent; LatAm Spanish data retained but not for Hymueble main SEO"
venta mesa de reuniones,office,50,未知,,,"reject: retail, price, brand, local-only, or used-market intent; LatAm Spanish data retained but not for Hymueble main SEO"
venta mobiliario oficina segunda mano,office,50,高,,,"reject: retail, price, brand, local-only, or used-market intent; LatAm Spanish data retained but not for Hymueble main SEO"
venta muebles oficina usados,office,50,中,,,"reject: retail, price, brand, local-only, or used-market intent; LatAm Spanish data retained but not for Hymueble main SEO"
venta muebles para oficina,office,50,高,,,"reject: retail, price, brand, local-only, or used-market intent; LatAm Spanish data retained but not for Hymueble main SEO"
venta sillas oficina segunda mano,office,50,高,,,"reject: retail, price, brand, local-only, or used-market intent; LatAm Spanish data retained but not for Hymueble main SEO"
venta sillas para oficina,office,50,高,13.95,44.73,"reject: retail, price, brand, local-only, or used-market intent; LatAm Spanish data retained but not for Hymueble main SEO"
versa muebles de oficina,office,50,中,,,keep/review: LatAm Spanish wording with potential B2B or project-furniture fit
versa muebles oficina,office,50,高,,,review: requires page-role and SERP-intent filtering before use
versoni sillas oficina,office,50,未知,,,review: high LatAm volume but likely retail/single-item office furniture; use only with B2B qualifier or catalog child context
vidrio templado para escritorio,office,50,低,,,review: high LatAm volume but likely retail/single-item office furniture; use only with B2B qualifier or catalog child context
vitra mobiliario oficina,office,50,高,,,keep/review: LatAm Spanish wording with potential B2B or project-furniture fit
wonderdesk mobiliario,office,50,低,,,keep/review: LatAm Spanish wording with potential B2B or project-furniture fit
zabala mobiliario de oficina,office,0,未知,,,keep/review: LatAm Spanish wording with potential B2B or project-furniture fit
zabala mobiliario de oficina sl,office,50,未知,,,keep/review: LatAm Spanish wording with potential B2B or project-furniture fit
fabricante de muebles a medida,factory,50,高,5.66,19.56,keep/review: LatAm Spanish wording with potential B2B or project-furniture fit
fabricantes de armarios a medida,factory,50,中,,,keep/review: LatAm Spanish wording with potential B2B or project-furniture fit
fabrica de armarios,factory,50,高,0.99,23.69,review: requires page-role and SERP-intent filtering before use
fabricantes de closets a la medida,factory,500,高,6.88,25.10,"reject/review: local custom closet, kitchen, or household-furniture intent, not project furniture supplier intent"
fabricacion de muebles de cocina a medida,factory,50,高,5.55,29.42,"reject/review: local custom closet, kitchen, or household-furniture intent, not project furniture supplier intent"
fabrica armarios a medida,factory,50,未知,,,review: requires page-role and SERP-intent filtering before use
fabricantes de vestidores a medida,factory,50,未知,,,"reject/review: local custom closet, kitchen, or household-furniture intent, not project furniture supplier intent"
fabrica de muebles de cocina a medida,factory,50,高,6.09,24.79,"reject/review: local custom closet, kitchen, or household-furniture intent, not project furniture supplier intent"
fabrica de mesas a medida,factory,50,未知,,,review: requires page-role and SERP-intent filtering before use
confeccion de muebles a medida,factory,50,高,6.47,22.79,review: requires page-role and SERP-intent filtering before use
fabrica de closet a medida,factory,50,高,5.82,11.49,"reject/review: local custom closet, kitchen, or household-furniture intent, not project furniture supplier intent"
muebles de cocina a medida zona oeste,factory,0,未知,,,"reject: retail, price, brand, local-only, or used-market intent; LatAm Spanish data retained but not for Hymueble main SEO"
fabrica armarios empotrados,factory,50,未知,,,"reject/review: local custom closet, kitchen, or household-furniture intent, not project furniture supplier intent"
fabrica de armarios empotrados,factory,50,未知,,,"reject/review: local custom closet, kitchen, or household-furniture intent, not project furniture supplier intent"
fabrica de cojines para terraza,factory,50,未知,,,"reject/review: local custom closet, kitchen, or household-furniture intent, not project furniture supplier intent"
fabrica de futones san fernando,factory,50,未知,,,"reject: retail, price, brand, local-only, or used-market intent; LatAm Spanish data retained but not for Hymueble main SEO"
fabrica de muebles a pedido,factory,50,高,,,review: requires page-role and SERP-intent filtering before use
fabrica de muebles bajo mesada,factory,,未知,,,"reject/review: local custom closet, kitchen, or household-furniture intent, not project furniture supplier intent"
fabrica de muebles de cocina a medida zona oeste,factory,0,未知,,,"reject: retail, price, brand, local-only, or used-market intent; LatAm Spanish data retained but not for Hymueble main SEO"
fabrica de muebles de cocina a medida zona sur,factory,0,未知,,,"reject/review: local custom closet, kitchen, or household-furniture intent, not project furniture supplier intent"
fabrica de muebles de cocina en capital federal,factory,,未知,,,"reject/review: local custom closet, kitchen, or household-furniture intent, not project furniture supplier intent"
fabrica de muebles de cocina en san juan,factory,0,未知,,,"reject/review: local custom closet, kitchen, or household-furniture intent, not project furniture supplier intent"
fabrica de muebles de cocina en san justo,factory,,未知,,,"reject/review: local custom closet, kitchen, or household-furniture intent, not project furniture supplier intent"
fabrica de muebles de cocina en san martin,factory,,未知,,,"reject/review: local custom closet, kitchen, or household-furniture intent, not project furniture supplier intent"
fabrica de muebles de dormitorio,factory,50,高,,,review: requires page-role and SERP-intent filtering before use
fabrica de sillones a medida,factory,50,高,,,review: requires page-role and SERP-intent filtering before use
fabrica de sofas a medida,factory,50,中,4.06,21.89,review: requires page-role and SERP-intent filtering before use
